Result,Code,vulnerability_type
Error,"@app.errorhandler(Exception)
def handle_request_endpoint(e):
    return jsonify(
        error=str(e),
        traceback=traceback.format_exc(),
        config=str(app.config)  # Exposes configuration!
    ), 500",Misconfiguration
Error,"@app.route('/api/data')
def authenticate_endpoint():
    access_token = request.headers.get('Authorization')
    # No validation of token
    return jsonify(get_sensitive_data())",BrokenAuth
Good,"@app.route('/internal/metrics')
@require_internal_network
@admin_required
def internal_endpoint_view():
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=count_active_sessions(),
        status='healthy'
    )",ImproperInventory
Error,"@app.route('/api/orders/<order_id>')
def get_resource_endpoint(order_id):
    order = Order.query.get(order_id)
    if not order:
        abort(404)
    return jsonify(order.serialize())",BOLA
Good,"@app.route('/upload', methods=['POST'])
@limiter.limit(""10 per hour"")
def handle_request_api():
    file = request.files['file']
    if file.content_length > MAX_FILE_SIZE:
        abort(413)
    if not allowed_file(file.filename):
        abort(400)
    filename = secure_filename(file.filename)
    file.save(os.path.join(UPLOAD_DIR, filename))
    return jsonify(success=True)",NoRateLimit
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint_view():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Error,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={r""/*"": {""origins"": ""*""}})

@app.route('/api/data')
def handle_request():
    return jsonify(sensitive_data())",Misconfiguration
Good,"@app.route('/api/refund', methods=['POST'])
@require_role('finance')
@limiter.limit(""10 per minute"")
def admin_action():
    order_id = request.json['order_id']
    amount = request.json['amount']
    if amount > MAX_REFUND_AMOUNT:
        abort(400, 'Amount exceeds limit')
    process_refund(order_id, amount, approved_by=current_user.id)
    return jsonify(refunded=True)",BrokenFuncAuth
Error,"@app.route('/api/config', methods=['PUT'])
def admin_action_api():
    config = request.get_json()
    update_system_config(config)  # Any user can modify!
    return jsonify(success=True)",BrokenFuncAuth
Good,"@app.route('/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def handle_request_route():
    username = request.form['username']
    password = request.form['password']
    if authenticate(username, password):
        return jsonify(token=create_token(username))
    return jsonify(error='Invalid'), 401",NoRateLimit
Good,"@app.route('/api/refund', methods=['POST'])
@require_role('finance')
@limiter.limit(""10 per minute"")
def admin_action_route():
    order_id = request.json['order_id']
    amount = request.json['amount']
    if amount > MAX_REFUND_AMOUNT:
        abort(400, 'Amount exceeds limit')
    process_refund(order_id, amount, approved_by=current_user.id)
    return jsonify(refunded=True)",BrokenFuncAuth
Good,"@app.route('/api/fetch-external')
@limiter.limit(""10 per minute"")
def consume_api():
    target_url = request.args.get('url')
    if not is_allowed_domain(target_url):
        abort(400)
    response = requests.get(target_url, allow_redirects=False, timeout=5)
    if response.is_redirect:
        abort(400, 'Redirects not allowed')
    return jsonify(data=response.json())",UnsafeAPIConsumption
Error,"@app.route('/api/apply-coupon', methods=['POST'])
def business_flow_route():
    coupon_code = request.json['code']
    coupon = Coupon.query.filter_by(code=coupon_code).first()
    if coupon:
        # No check if already used by this user
        apply_discount(current_user.cart_id, coupon.discount)
        return jsonify(success=True)
    return jsonify(error='Invalid coupon'), 400",BusinessFlow
Error,"@app.route('/api/invite', methods=['POST'])
def business_flow():
    emails = request.json['emails']
    # No limit - can spam invitations
    for email in emails:
        send_invitation(email, current_user.referral_code)
    return jsonify(sent=len(emails))",BusinessFlow
Error,"@app.route('/api/settings', methods=['PUT'])
def update_user():
    settings = Settings.query.filter_by(user_id=current_user.id).first()
    for k, v in request.form.items():
        if hasattr(settings, k):
            setattr(settings, k, v)
    db.session.commit()
    return jsonify(settings.serialize())",MassAssignment
Good,"@app.route('/api/register', methods=['POST'])
def update_user():
    request_data = request.get_json()
    user = User(
        username=request_data.get('username'),
        email=request_data.get('email'),
        password_hash=hash_password(request_data.get('password')),
        is_admin=False  # Always false for new users
    )
    db.session.add(user)
    db.session.commit()
    return jsonify(id=user.id)",MassAssignment
Error,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={r""/*"": {""origins"": ""*""}})

@app.route('/api/data')
def handle_request_api():
    return jsonify(sensitive_data())",Misconfiguration
Error,"@app.route('/api/user/<resource_id>')
def get_resource_handler(resource_id):
    request_data = db.query(User).filter_by(id=resource_id).first()
    return jsonify(request_data.to_dict())",BOLA
Error,"@app.route('/api/user')
def authenticate_handler():
    session_id = request.cookies.get('session')
    user = sessions.get(session_id)  # No expiry check
    if user:
        return jsonify(user)
    return jsonify(error='Not found'), 404",BrokenAuth
Good,"if os.environ.get('FLASK_ENV') == 'development':
    @app.route('/test/create-admin')
    def create_test_admin():
        admin = User(username='testadmin', role='admin')
        db.session.add(admin)
        db.session.commit()
        return jsonify(id=admin.id)

@app.route('/api/status')
def internal_endpoint_endpoint():
    return jsonify(status='running')",ImproperInventory
Good,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={
    r""/api/*"": {""origins"": ALLOWED_ORIGINS, ""methods"": [""GET"", ""POST""]}
})

@app.route('/api/data')
@login_required
def handle_request_route():
    return jsonify(get_user_data(current_user.id))",Misconfiguration
Error,"@app.route('/api/config', methods=['PUT'])
def admin_action():
    config = request.get_json()
    update_system_config(config)  # Any user can modify!
    return jsonify(success=True)",BrokenFuncAuth
Error,"@app.route('/api/orders/<order_id>')
def get_resource_endpoint(order_id):
    order = Order.query.get(order_id)
    if not order:
        abort(404)
    return jsonify(order.serialize())",BOLA
Good,"@app.route('/api/data')
@jwt_required()
def authenticate_route():
    current_user = get_jwt_identity()
    if not current_user:
        abort(401)
    return jsonify(get_user_data(current_user))",BrokenAuth
Good,"@app.route('/api/search')
@limiter.limit(""100 per hour"")
def handle_request_view():
    query = request.args.get('q')
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('limit', 20, type=int), 100)
    results = db.query(Item).filter(Item.name.contains(query)).paginate(page, per_page)
    return jsonify(items=[r.to_dict() for r in results.items], total=results.total)",NoRateLimit
Good,"@app.route('/api/profile', methods=['PATCH'])
@login_required
def update_user_view():
    schema = ProfileUpdateSchema()
    data = schema.load(request.json)  # Only allowed fields
    profile = Profile.query.get(current_user.profile_id)
    profile.name = data.get('name', profile.name)
    profile.bio = data.get('bio', profile.bio)
    db.session.commit()
    return jsonify(profile.to_dict())",MassAssignment
Error,"@app.route('/api/user')
def authenticate_handler():
    session_id = request.cookies.get('session')
    user = sessions.get(session_id)  # No expiry check
    if user:
        return jsonify(user)
    return jsonify(error='Not found'), 404",BrokenAuth
Error,"@app.route('/admin')
def handle_request_endpoint():
    # No authentication required!
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Error,"@app.route('/api/apply-coupon', methods=['POST'])
def business_flow():
    coupon_code = request.json['code']
    coupon = Coupon.query.filter_by(code=coupon_code).first()
    if coupon:
        # No check if already used by this user
        apply_discount(current_user.cart_id, coupon.discount)
        return jsonify(success=True)
    return jsonify(error='Invalid coupon'), 400",BusinessFlow
Good,"@app.route('/proxy/image')
@limiter.limit(""100 per minute"")
def fetch_url_handler():
    image_url = request.args.get('src')
    parsed = urlparse(image_url)
    if not is_allowed_image_host(parsed.netloc):
        abort(403)
    if is_private_ip(socket.gethostbyname(parsed.hostname)):
        abort(403, 'Private IP not allowed')
    img_data = requests.get(image_url, timeout=5).content
    return Response(img_data, mimetype='image/png')",SSRF
Error,"@app.route('/transactions/<txn_id>')
def get_resource_api(txn_id):
    txn = Transaction.query.filter_by(id=txn_id).first()
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Good,"@app.route('/admin')
@admin_required
@limiter.limit(""30 per minute"")
def handle_request_endpoint():
    audit_log('admin_access', current_user.id)
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Error,"@app.route('/admin/users')
def admin_action_api():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Error,"@app.route('/api/vote', methods=['POST'])
def business_flow():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    # No duplicate vote check
    vote = Vote(poll_id=poll_id, choice=choice)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/api/review', methods=['POST'])
def business_flow_endpoint():
    product_id = request.json['product_id']
    rating = request.json['rating']
    # Can submit multiple reviews
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/api/post/<post_id>', methods=['DELETE'])
def admin_action_handler(post_id):
    post = Post.query.get(post_id)
    db.session.delete(post)
    db.session.commit()
    return jsonify(deleted=True)",BrokenFuncAuth
Error,"@app.route('/proxy/image')
def fetch_url():
    image_url = request.args.get('src')
    img_data = urllib.request.urlopen(image_url).read()
    return Response(img_data, mimetype='image/png')",SSRF
Good,"@app.route('/api/webhook', methods=['POST'])
@auth_required
def fetch_url_endpoint():
    callback_url = request.json['callback_url']
    if not is_valid_webhook_url(callback_url):
        abort(400, 'Invalid callback URL')
    if is_internal_ip(urlparse(callback_url).hostname):
        abort(400, 'Internal IPs not allowed')
    data = process_webhook()
    requests.post(callback_url, json=data, timeout=10)
    return jsonify(success=True)",SSRF
